,text,lbl_index,labels
5924,When was Martin Goodman born?,4,NUM
5925,When was a smoking ban passed in the United Kingdom?,4,NUM
5926,When did the first public HDTV broadcast happen in the US?,4,NUM
5927,When was the drug taken off shelves in the USA?,4,NUM
5928,How many dogs are in the Grand Lodge of England?,4,NUM
5929,What does the Iditarod Trail Sled Dog Race commemorate in Alaskan history?,1,ENTY
5930,How many species of animals are in the Appalachian forests?,4,NUM
5931,What is the alcohol content in all beer?,4,NUM
5932,"How much water is there, approximately, in the lake Mexico City is on?",4,NUM
5933,How many square miles of water is in Oklahoma?,4,NUM
5934,What bones are the radius and ulna located between?,1,ENTY
5935,What did early humans use to make bones?,1,ENTY
5936,How many dinosaur fossils have been found?,4,NUM
5937,"In miles, what is the equivalent of 120 kilometres per hour?",4,NUM
5938,What two types of time measurement are there?,1,ENTY
5939,"During the fall time shift from 02:00 to 01:00, how many times will a clock show the times between 01:00:00 and 01:59:59?",4,NUM
5940,How far do fish-eating birds need to fly for a meal?,4,NUM
5941,How tall are Eagle Rock and Dans Mountain?,4,NUM
5942,What are smaller insectivorous birds referred to?,1,ENTY
5943,How many kilometers was the route in Australia?,4,NUM
5944,How many kilometres do the Alps stretch?,4,NUM
5945,How many miles away from London is Plymouth?,4,NUM
5946,How many national airlines are there in Mexico?,4,NUM
5947,How many schools are in Boston?,4,NUM
5948,How many charters schools are available in New Haven?,4,NUM
5949,About how old is the Earth?,4,NUM
5950,How many days must be skipped to align the calendar with mean solar days in a year?,4,NUM
5951,What changed the length of the calendar year from 365.2425 days to 365.25 days?,0,DESC
5952,"Out of the precipitation that falls, how much of it is snow?",4,NUM
5953,Average snowfall in the Appalachians can exceed how many inches?,4,NUM
5954,How much precipitation on average falls within the city?,4,NUM
5955,Where was the massacre of the Israeli athletes?,5,LOC
5956,How many Jews were not killed in the Holocaust?,4,NUM
5957,How many fatalities were there at the marathon?,4,NUM
5958,In what year did CDs come to the American market?,4,NUM
5959,In what year did videos first become available on iTunes?,4,NUM
5960,The hemline of daytime skirts were allowed to rise after which year?,4,NUM
5961, How many murderers in Nevada weren't given a capital sentence?,4,NUM
5962,How many of the men died in prison?,4,NUM
5963,How many murders occurred in 2013?,4,NUM
5964,When was Thatcher appointed prime minister?,4,NUM
5965,What political party was Margaret Thatcher the head of in 1975?,3,HUM
5966,In spite of criticisms what kind of approval ratings did Elizabeth have?,4,NUM
5967,How many copper tokens were Issued in 1821?,4,NUM
5968,What was the average weight of a new Spanish dollar in terms of grains?,4,NUM
5969,How many slaves were imported by the British Caribbean?,4,NUM
5970,How many attempts to the Moon did Luna E-1-class probes fail before successfully launching?,4,NUM
5971,Which three people were the first to ride the Saturn V rocket into space?,3,HUM
5972,How many satellites were launched from 2009-2011?,4,NUM
5973,What is the population of Florida ,4,NUM
5974,What is the population of New Delhi?,4,NUM
5975,How much of Michigan's population resides in the Detroit metropolitan area? ,4,NUM
5976,When was the ductile form of tungsten invented?,4,NUM
5977,What year did the Trampoline Championships begin?,4,NUM
5978,In what year was the tantalum light filament invented?,4,NUM
5979,Where is Texas located?,5,LOC
5980,Where is Mexico City located?,5,LOC
5981,How many counties are in Oklahoma?,4,NUM
5982,What is the 2014 population?,4,NUM
5983,How many species currently live on earth?,4,NUM
5984,How much of the population is over age 60?,4,NUM
5985,How many preseason games do NBA teams play?,4,NUM
5986,How many prisoners did the French leave behind?,4,NUM
5987,How many convicts per year had Britain been sending to the American colonies?,4,NUM
5988,How many prisoners did Napoleon's army capture in the Italian campaign?,4,NUM
5989,What year did the Mayflower set sail from Southampton?,4,NUM
5990,When did the first aeroplane reach Bermuda?,4,NUM
5991,A land bridge from Asia into South America existed how many years ago?,4,NUM
5992,When did the Soviet Union establish relations with North Korea?,4,NUM
5993,What year was the Republic of Korea established?,4,NUM
5994,When did the People's Republic of China take control of Mainland China?,4,NUM
5995,what produces hydrogen gas?,1,ENTY
5996,How much solar energy is captured by photosynthesis?,4,NUM
5997,What is the amount of solar energy absorbed by the earth?,4,NUM
5998,"What was Napoleon's actual height, in feet and inches?",4,NUM
5999,How many feet tall was the proposed statue of Schwarzenegger?,4,NUM
6000,"How many meters is 6,096 feet?",4,NUM
6001,How much energy do electric motors use in the modern United States?,4,NUM
6002,How much energy could a capacitor in a disposable camera contain?,4,NUM
6003,How much light does the bulb emit?,4,NUM
6004,In which year did Benito Juarez die?,4,NUM
6005,When did Puerto Rican Nationalist Filiberto Ojeda Ríos die?,4,NUM
6006,When did Father Jose Manuel Perez Castellano die?,4,NUM
6007,How many characters are in MES-3B?,4,NUM
6008,How many fonts support the majority of Unicode's character repertoire? ,4,NUM
6009,How many Latin characters are supported in WGL-4?,4,NUM
6010,In what year was Muhammed Jasa born?,4,NUM
6011,When did Ibn Tufail live?,4,NUM
6012,When was Uthman born?,4,NUM
6013,How many people die per year from asthma?,4,NUM
6014,How many deaths were there in 2013?,4,NUM
6015,"By 2011, how many people were affected by asthma?",4,NUM
6016,What is the height in feet of the lowest group of mountains?,4,NUM
6017,How many buildings located in NYC are at least 330 feet in height?,4,NUM
6018,"How many meters is 6,096 feet?",4,NUM
6019,In what century did Darwin write?,4,NUM
6020,When did Broca publish his pioneering work?,4,NUM
6021, In what century did Darwin read?,4,NUM
6022,How many civilians died during the siege?,4,NUM
6023,How many civilians were killed in the Allied bombing raids in World War II?,4,NUM
6024,How many US Special Forces were killed on 14 September 2009?,4,NUM
6025,How many species of fish live in the River Thames?,4,NUM
6026,How many sea animals live in Earth's polar regions?,4,NUM
6027,How many species currently live on earth?,4,NUM
6028,What kind of money is the Caribbean dollar?,1,ENTY
6029,"What was Napoleon's actual height, in feet and inches?",4,NUM
6030,How old was William IV when he died?,4,NUM
6031,What family was Charles ,3,HUM
6032,How many crowns were used in Napoleon's coronation ceremony?,4,NUM
6033,How many children did Queen Victoria and Prince Albert have?,4,NUM
6034,How many poems did Horace write?,4,NUM
6035,What month did Chopin's Pleyel piano arrive in Majorca?,4,NUM
6036,In which month in 1913 did Albert start serving on the HMS Cumberland?,4,NUM
6037,In what month of 1838 was stone laid for the foundation of the Southampton docks?,4,NUM
6038,What retrospective of the Oscars is shown yearly on TCM?,1,ENTY
6039,When did Beyoncé receive the Legend Award?,4,NUM
6040,What StudioCanal film received an Academy Award nomination?,1,ENTY
6041,How many satellites were launched since 2007?,4,NUM
6042,How many attempts to the Moon did Luna E-1-class probes fail before successfully launching?,4,NUM
6043,How many satellites were launched from 2009-2011?,4,NUM
6044,What is frequency also known as in science?,4,NUM
6045,What frequency bands does Compass-M1 transmit in?,4,NUM
6046,What was the station concerned about with regard to VHF transmissions?,0,DESC
6047,How many species of insects are known to date?,4,NUM
6048,What larvae live like whales?,1,ENTY
6049,How many days a year do Houston temperatures average above 100 degrees?,4,NUM
6050,How old was Gautama when he first left the palace grounds?,4,NUM
6051,How old was Emperor Takakura when he died?,4,NUM
6052,How old was Lord Mountbatten when he was assassinated?,4,NUM
6053,In what year was Tito inaugurated as president?,4,NUM
6054,What year did Chopin become a citizen of France?,4,NUM
6055,Who was the president of France in 2010?,3,HUM
6056,In what year did Planck receive the Nobel Prize in Physics for his discovery of energy quanta?,4,NUM
6057,In what year did Susan Hockfield become President of MIT?,4,NUM
6058,Which year did To Kill a Mockingbird win the Pulitzer Prize?,4,NUM
6059,How much does the SNES unit weigh in pounds?,4,NUM
6060,"How much does a ream of 5 lb, 8.5 in x 11 in paper weigh?",4,NUM
6061,"What was the name of the 83.5 kg stone that symbolized the Unspunnenfest, first held in 1805?",1,ENTY
6062,How much time does it take most bacteria to divide?,4,NUM
6063,How many different countries air American Idol on television? ,4,NUM
6064,How many nations receive the Idol broadcast?,4,NUM
6065,What percentage of European digital satellite TV homes were watching HD broadcasts in 2010?,4,NUM
6066,How much light does the bulb emit?,4,NUM
6067,At what wavelength does the human eye become significantly less sensitive to light?,4,NUM
6068,What is the amount of useful light emitted from a luminous flux measured in? ,4,NUM
6069,When was Karl Marx born?,4,NUM
6070,When was Pope Saint John XXIII born?,4,NUM
6071,When was William James born?,4,NUM
6072,How many games are needed to win?,4,NUM
6073,How many games was the regular season in 1996?,4,NUM
6074,What is the maximum number of games needed to win?,4,NUM
6075,What was the starting price of the Macintosh SE?,4,NUM
6076,How much did the US prices deflate in the 1930s?,4,NUM
6077,By 1945 what was the total sale of 45s?,4,NUM
6078,On what date is the Queen's Official Birthday celebrated?,4,NUM
6079,What day did the revolution begin?,4,NUM
6080,On what date is St. Andrew's Day?,4,NUM
6081,At what time on Earth did Armstrong first step onto the Moon?,4,NUM
6082,The first woman to launch into space was on what date?,4,NUM
6083,The starting date for the Space Race was which date?,4,NUM
6084,How many many cheetah's are left in the wild?,4,NUM
6085,What months are cheetahs most active?,4,NUM
6086,How much faster do Red knots and dunlins fly in a flock?,4,NUM
6087,When was Francesco Guicciardini born?,4,NUM
6088,What year was Chopin born?,4,NUM
6089,How old was Athanasius when he became the Pope of Alexandria?,4,NUM
6090,When was the Vietnam War fought?,4,NUM
6091,What year did American forces start being stationed in Vietnam?,4,NUM
6092,In what year did the Second World War end?,4,NUM
6093,What kind of calendar is the Gregorian calendar?,1,ENTY
6094,The Gregorian calendar is an improvement over what other calendar?,1,ENTY
6095,What other system of calculations are inherent in the Gregorian calendar?,1,ENTY
6096,What year did Terminator Genisys debut?,4,NUM
6097,What Spielberg movie provided a fictional account of the slave ship mutiny trials that took place in New Haven?,1,ENTY
6098,When was Howard the Duck launched?,4,NUM
6099,How many students attend the University of Zurich?,4,NUM
6100,How many schools are in Boston?,4,NUM
6101,About how many students attend schools in the City University of New York system?,4,NUM
6102,"How many ""waste"" catapults can be installed with an angled deck?",4,NUM
6103,How many courses does a mandolin commonly have? ,4,NUM
6104,How many museums does the Palais Rohan hold? ,4,NUM
6105,How many British troops fought at king's Mountain?,4,NUM
6106,What two European countries entered the Revolutionary War against Britain?,5,LOC
6107,What was the biggest battle of the American Revolution?,1,ENTY
6108,How old was Beyoncé when she won a school talent show?,4,NUM
6109,How old was Beyonce when she went to her first Michael Jackson concert as a kid?,4,NUM
6110,How old was William IV when he died?,4,NUM
6111,In which year did the Supreme Court hear Milliken v. Bradley?,4,NUM
6112,What year was Clinton v. City of New York decided by the supreme court?,4,NUM
6113,What year was the federal civil rights legislation overturned?,4,NUM
6114,How many states did West Germany have at its founding?,4,NUM
6115,How many states was Germany reduced to in 1952,4,NUM
6116,How many states are on the Frontier Strip?,4,NUM
6117,About how old is the Earth?,4,NUM
6118,What is the amount of solar energy absorbed by the earth?,4,NUM
6119,In what year did Summer Under the Stars first appear?,4,NUM
6120,How many miles away from London is Plymouth?,4,NUM
6121,How many miles away from London is Southampton?,4,NUM
6122,"In miles, about how far away from Plymouth does the A38 connect to the M5?",4,NUM
6123,When was Paris reunited with its suburbs?,4,NUM
6124,When did war with France break out?,4,NUM
6125,How long was the truce intended to last for?,4,NUM
6126,waht was the name of largest ship operating in the Indian ocean?,1,ENTY
6127,What is the largest makhtesh in the world?,3,HUM
6128,How long is the road that connects the largest cities?,4,NUM
6129,How many American service personnel died in World War II?,4,NUM
6130,What country invaded Panama to capture Noriega?,5,LOC
6131,How many US Special Forces were killed on 14 September 2009?,4,NUM
6132,When was Burke taken to trial?,4,NUM
6133,How many years does the Chief justice serve?,4,NUM
6134,How long was Disraeli in office?,4,NUM
6135,When did Brandenburg join the Fraunhofen Institute?,4,NUM
6136,When was Brussels Town Hall built?,4,NUM
6137,When was East Germany founded?,4,NUM
6138,The first Olympic games was recorded in what year?,4,NUM
6139,When did the Olympic Game begin?,4,NUM
6140,In what year was Melbourne the host city for the first Olympic Games held in the southern hemisphere?,4,NUM
6141,How many feet tall was the proposed statue of Schwarzenegger?,4,NUM
6142,How many times has the Queen toured Canada?,4,NUM
6143,Where is the biggest Buddha statue in Europe?,5,LOC
6144,What city made owing dogs illegal in 2015?,5,LOC
6145,What year was the island evacuated due to an eruption?,4,NUM
6146,When was the caldera partially above sea level?,4,NUM
6147,When did Hurricane Ike hit the Houston area?,4,NUM
6148,How many tons of paper are wasted per year in Europe?,4,NUM
6149,How many paper cups per year do Europeans use?,4,NUM
6150,How many jobs in the primary sector were in forestry or lumber production?,4,NUM
6151,What ranking was Apple in the PC global market share during 2014?,4,NUM
6152,What was Apple's market share in the U.S. by 2006?,4,NUM
6153,"Who became the top PC manufacturer in 1994, leaving Apple in 3rd place?",3,HUM
6154,What is the only metal used in American currency?,1,ENTY
6155,"For countries that use the dollar as their paper currency, what other currency do they make?",1,ENTY
6156,What kind of money is the Caribbean dollar?,1,ENTY
6157,When did the underground rail system begin construction?,4,NUM
6158,When was Thuringia's first railway built?,4,NUM
6159,When were most of the branch lines of the railway adopted?,4,NUM
6160,How long is the ICZ?,4,NUM
6161,How long is the Greek railway system?,4,NUM
6162,How long is the road that connects the largest cities?,4,NUM
6163,About how old is the Earth?,4,NUM
6164,When was The World Solar Challenge started?,4,NUM
6165,What is the average temperature in the Congo when the sun is up?,4,NUM
6166,What was Detroit's rate of violent crimes in 2008?,4,NUM
6167,What percentage of Manhattan residents own an automobile?,4,NUM
6168,What was Detroit's murder rate in 2014?,4,NUM
6169,In how many tons is the annual production of coffee?,4,NUM
6170,What is another name for Uralic peoples?,3,HUM
6171,How many Curonians had German names?,4,NUM
6172,How many bays are named Khyber Bay?,4,NUM
6173,How many eras are the Shahis divided into?,4,NUM
6174,How many years does regular ovulation follow menarche?,4,NUM
6175,What is the duration of a New York City councilperson's term?,4,NUM
6176,How many torchbearers participated in the relay event in Hong Kong?,4,NUM
6177,What events were in the first men's gymnastics?,1,ENTY
6178,How many events does the University Musical Society present in a year?,4,NUM
6179,How much did internet usage increase in one year?,4,NUM
6180,What was the number of internet users in the year 2011?,4,NUM
6181,How many computers were connected to the internet in 1988?,4,NUM
6182,When was the Microsoft branded as Mac?,4,NUM
6183,What year was Microsoft's Macintosh Office suite introduced?,4,NUM
6184,When did Microsoft release Mosaic?,4,NUM
6185,In what year did Tito travel to China to reconcile with Chinese leadership?,4,NUM
6186,When was the Nixon Woods system established?,4,NUM
6187,When did the KMT government head to Taiwan?,4,NUM
6188,"How many dependents of Marines are there in Okinawa, Japan?",4,NUM
6189,What country supplied troops to North Korea during the Korean War?,5,LOC
6190,What army were Korean men conscripted into?,3,HUM
6191,What threshold must a drug pass before it is approved?,4,NUM
6192,How much did the Richard Gilder Boathouse cost to destroy?,4,NUM
6193,How much did Dell spend on acquiring different divisions?,4,NUM
6194,How many golf courses does Pippy Park have?,4,NUM
6195,What size of hole is found above the main portal at York Minster?,4,NUM
6196,Who was the Guinness record attributed to?,3,HUM
6197,"According to a 2008 CDC report, how many are bitten in the United States annually?",4,NUM
6198,How many deaths were there in 2013?,4,NUM
6199,How many people die per year from asthma?,4,NUM
6200,In what year did Stalin die?,4,NUM
6201,In what year did Nicolae Ceausescu die?,4,NUM
6202,In what year did Winston Churchill die?,4,NUM
6203,How much does the SNES unit weigh in pounds?,4,NUM
6204,How many metric tons of bananas and copra does Samoa produce each year?,4,NUM
6205,What is the weight of paper measured by?,4,NUM
6206,How much did George II pay for the house?,4,NUM
6207,How much did George III pay for the house?,4,NUM
6208,How much money did American Idol make in 2004?,4,NUM
6209,When did nazis gain power in Thuringia?,4,NUM
6210,When did the German reunification take place?,4,NUM
6211,When was the West Germany revolution?,4,NUM
6212,How many acres of land does Gateway Nation Recreation contain?,4,NUM
6213,How much land does the ecoregion cover?,4,NUM
6214,How many acres is the modern-day Northwestern campus in Evanston?,4,NUM
6215,Where does Alaska rank in population comparative to other UN states?,4,NUM
6216,Where does Oklahoma rank by land area?,4,NUM
6217,Where does Miami rank in population among US cities?,4,NUM
6218,How many parts comprise the body of an insect?,4,NUM
6219,How many sea animals live in Earth's polar regions?,4,NUM
6220,Arthropods and cephalopods have brains that come from a pair of what?,1,ENTY
6221,How many bales of cotton were produced by Egypt by 1903?,4,NUM
6222,How many green products did GE bring onto the market in 2009?,4,NUM
6223,How many CDs has Kanye West sold?,4,NUM
6224,How many game-tying home runs did Sandberg get against the Cardinals at the Sandber Game?,4,NUM
6225,When did Sammy Sosa explode into pursuit of Roger Maris' home run record? ,4,NUM
6226,How many World Series have New York teams won?,4,NUM
6227,What are the English people mostly descendants of?,3,HUM
6228,What did Scottish Immigrants to England found in the 20th century?,1,ENTY
6229,What do people in France eat more of that in most western countries?,1,ENTY
6230,"Along with March, what month has the fastest winds on average?",4,NUM
6231,"In terms of international travel, which airport is the world's busiest?",5,LOC
6232,Sea breezes occur during what season?,4,NUM
6233,When were the Arab Invasions?,4,NUM
6234,What year did the  European country invade Iraq?,4,NUM
6235, When did UK ground forces attack Iraqi positions?,4,NUM
6236,What is the length of gymnast head bands?,4,NUM
6237,Who was the runner on first base?,3,HUM
6238,"In yards, how large is an arena football field?",4,NUM
6239,How many copper tokens were Issued in 1821?,4,NUM
6240,How many sets are in the Teatro Metropolitan?,4,NUM
6241,How many choristers are there at the abbey?,4,NUM
6242,What was the average unemployment rate in the U.S. in 2014?,4,NUM
6243,Unemployment rate in 2014?,4,NUM
6244,"What was the peak unemployment rate reached in December, 2009?",4,NUM
6245,How many bathrooms are there?,4,NUM
6246,How often do kids get diarrhea in developing countries?,4,NUM
6247,Sea breezes occur during what season?,4,NUM
6248,What season starts on November 30th?,4,NUM
6249,In what season in areas observing permanent daylight saving time will it stay dark the latest in the morning?,4,NUM
6250,How many players on the Barelona team have scored over 100 goals?,4,NUM
6251,How many games was the regular season in 1996?,4,NUM
6252,Who did NHL teams play against in postseason training?,3,HUM
6253,How many American service personnel died in World War II?,4,NUM
6254,How many US Special Forces were killed on 14 September 2009?,4,NUM
6255,How many child solders were released from the Burmese military in 2012 ?,4,NUM
6256,How many people are on the city council?,4,NUM
6257,What is the population of New York City as of 2014?,4,NUM
6258,How many people live in the sparsely populated Somerset Levels?,4,NUM
6259,Where is JFK originally from?,5,LOC
6260,What state operates the Abraham Lincoln Presidential Library?,5,LOC
6261,What state is the James River located in?,5,LOC
6262,What country has had the most success reducing the TB mortality rate?,5,LOC
6263,Which country has been ranked highest the most number of times?,5,LOC
6264,What country has the highest percentage of child labour?,5,LOC
6265,What river flows into the River Thames?,5,LOC
6266,Which river runs underneath the palace?,5,LOC
6267,What river is New York City located on?,5,LOC
6268,In what city  is the cathedral of St Peter's  located?,5,LOC
6269,In what borough is Godiva based?,5,LOC
6270,What city has been called the cultural capital of the world?,5,LOC
6271,Where is it the most easy to find a family doctor?,5,LOC
6272,Where can you obtain information about organizations?,5,LOC
6273,What US cities have more impressive skylines than Miami's?,5,LOC
6274,What city in the United States has the highest population?,5,LOC
6275,What cities are linked by roads?,5,LOC
6276,Where is the American Theatre Company based?,5,LOC
6277,Where is MI6 based?,5,LOC
6278, Where did Texas place for Fortune 500 companies?,5,LOC
6279,How many top five singles came from her first album?,4,NUM
6280,Who holds the record for the most number 1 hits?,3,HUM
6281,How many number one singles did Queen release?,4,NUM
6282,What is the US city with the second largest population?,5,LOC
6283,What metropolitan area has the largest population?,5,LOC
6284,What city in the United States has the highest population?,5,LOC
6285,What state were the Seminoles moved to?,5,LOC
6286,What state operates the Abraham Lincoln Presidential Library?,5,LOC
6287,What is the home of the Texans named?,5,LOC
6288,Where does the Auto train originate ,5,LOC
6289,Where does the Auto train end?,5,LOC
6290,When will the new high speed train be open? ,4,NUM
6291,Where is Yale University located.,5,LOC
6292,What community college is located in Ann Arbor?,3,HUM
6293,Where is the business school at KU located?,5,LOC
6294,From what country do most domesticated  quails today descend from ?,5,LOC
6295,Where are the non jewish immigrants from?,5,LOC
6296,Where are Emus from?,5,LOC
6297,What is one of the Musical schools ,3,HUM
6298,What is West Raleigh the home of?,5,LOC
6299,Where is the American Theatre Company based?,5,LOC
6300,Which city did Osman's son capture?,5,LOC
6301,What city had the second highest ParkScore rating?,5,LOC
6302,What area receives the least amount of winter cloudiness?,5,LOC
6303,What is the name of the hat that the pope used to wear when naming a new Cardinal?,1,ENTY
6304,What country borders south Estonia?,5,LOC
6305,"Along with Norway, what country borders the RSFSR on the northwest?",5,LOC
6306,Which country lies on Congo's northeast border?,5,LOC
6307,In what city is Sandringham House?,5,LOC
6308,Who is Buckingham palace home to?,3,HUM
6309,Where did the Royal Court reside?,5,LOC
6310,What city in the United States has the highest population?,5,LOC
6311,What is the oldest surviving European place name in the US?,5,LOC
6312,What metropolitan area has the largest population?,5,LOC
6313,"Where is Magasin's ""flagship"" store located? ",5,LOC
6314,"Where is the ""Lotte Shopping Avenue"" located? ",5,LOC
6315,What was SW Fifth Avenue previously called?,5,LOC
6316,where was marshall jefferson based?,5,LOC
6317,Where is JFK originally from?,5,LOC
6318,Where was John Locke from?,5,LOC
6319,What United States territory does the Marshall Islands claim?,5,LOC
6320,What is the biggest island of the United States?,5,LOC
6321,In which US state is New Haven located?,5,LOC
6322,What state is located in the Northeastern region of the US?,5,LOC
6323,What lies east of the Mississippi River tallgrass prairie states?,5,LOC
6324,What is the biggest island of the United States?,5,LOC
6325,What was the capital of the Ottoman empire?,5,LOC
6326,What is the capital of the Congo?,5,LOC
6327,What was the capital of Eritrea?,5,LOC
6328,What is the center of North Carolina called?,5,LOC
6329,What is the Pawnee name for Oklahoma?,5,LOC
6330,What Arkansas city's metro area extends into Oklahoma?,5,LOC
6331,What is the Nickname given to North Carolina?,3,HUM
6332,What is Florida's nickname ,3,HUM
6333,What lies east of the Mississippi River tallgrass prairie states?,5,LOC
6334,What is the biggest island of the United States?,5,LOC
6335,What states comprise of the southern Appalachian mountains?,5,LOC
6336,What other states rank higher than Alaska in crude oil production?,5,LOC
6337,What island was once a part of Long Island?,5,LOC
6338,The three islands that make up New York city are named what?,5,LOC
6339,What island is no longer considered part of Australia?,5,LOC
6340, What was the old style of mandolins inspired from?,1,ENTY
6341,Where did the mandolin grow in popularity? ,5,LOC
6342,Who contributed to the idea that the mandolin was a fad? ,3,HUM
6343,What did the Spanish call the island that might have been Ailuk?,5,LOC
6344,Who developed the spice trade initially?,3,HUM
6345,What is the name of the second largest island of the territory of Norfolk Island?,5,LOC
6346,What are the two satellite constellations?,5,LOC
6347,What is the Latin name for a wolf?,1,ENTY
6348,What is the star at the center of the Somali flag called?,1,ENTY
6349,Which country has been ranked highest the most number of times?,5,LOC
6350, Which country has received the bottom rank twice?,5,LOC
6351,What countries established new orders?,5,LOC
6352,What part of Antarctica is currently in the Northern Hemispher?,5,LOC
6353,Which country lies on Congo's northeast border?,5,LOC
6354,Where is Guinea-Bissau located?,5,LOC
6355,What two countries emerged as competitors after the Congress of Vienna?,5,LOC
6356,The Swiss German dialect is rarely spoken in which two countries?,5,LOC
6357,Which two Asian countries have started to adopt the rule of law?,5,LOC
6358,Which state in the US is the only to have higher fuel prices than Alaska?,5,LOC
6359,What other states rank lower than Alaska in crude oil production?,5,LOC
6360,Which state in the US is the only to have lower fuel prices than Alaska?,5,LOC
6361,When was Diamonds are Forever released?,4,NUM
6362,Diamonds Aren't Forever was released in what year?,4,NUM
6363,Who do engravers use diamond dust for?,3,HUM
6364,When did the first aeroplane reach Bermuda?,4,NUM
6365,Where were the airliners leaving from?,5,LOC
6366,Where was the first Ottoman Aviation school?,5,LOC
6367,What nationality was Hernando de Soto?,5,LOC
6368,What nation did Giovanni da Verrazzano serve?,5,LOC
6369,The President's father is from what country?,5,LOC
6370,In what city is 98.3FM a Christian Radio Station?,5,LOC
6371,What public radio station serves the city?,1,ENTY
6372,What type of radio station is KUHA?,1,ENTY
6373,Which country was conquered by the Ottomans in 1479?,5,LOC
6374,What country is about 4200 km from Guinea-Bissau?,5,LOC
6375,Which country wasn't conquered by the Ottomans in 1479?,5,LOC
6376,Where is Yale University located.,5,LOC
6377,Where is The Oklahoma School of Science and Mathematics located?,5,LOC
6378,Where is the business school at KU located?,5,LOC
6379,What is Paris' top tourist attraction?,5,LOC
6380,What two European countries entered the Revolutionary War against Britain?,5,LOC
6381,What was the last of 20 countries to gain independence from Britain?,5,LOC
6382,What 1802 treaty between Britain and France ended the Revolutionary Wars?,1,ENTY
6383,In what country was Memel?,5,LOC
6384,In what country was Tenneco headquartered?,5,LOC
6385,What country is Umm Qasr the capital of?,5,LOC
6386,The President's father is from what country?,5,LOC
6387,"Other than France, what country was Napoleon crowned king of?",5,LOC
6388,What was William James' nationality?,5,LOC
6389,Which website offered MP3s for free?,5,LOC
6390,In what ancient country is Avicenna considered an icon?,5,LOC
6391,What country helped transfer the lute from Arabian to Asian culture?,5,LOC
6392,What country produced the Kao Gong Ji?,5,LOC
6393,Where are Paris' financial service companies majorly located?,5,LOC
6394,Where is the American Theatre Company based?,5,LOC
6395, Where did Texas place for Fortune 500 companies?,5,LOC
6396,What part of the Atlantic Ocean is Norfolk Island located?,5,LOC
6397,What is the name of the region that surrounds Boston?,5,LOC
6398,What ocean is to the south east of the mountains?,5,LOC
6399,Which name did Russia take after the fall of the Soviet Union?,3,HUM
6400,What is a Russian word used to describe a Jew?,1,ENTY
6401,What head renamed the state the Soviet Russian Republic?,3,HUM
6402,What are the Appalachian mountains?,0,DESC
6403,What states comprise of the southern Appalachian mountains?,5,LOC
6404,What lies east of the Mississippi River tallgrass prairie states?,5,LOC
6405,In what part of Europe did the Burgundians settle?,5,LOC
6406,Which countries make up Western Europe and Central Eurasia?,5,LOC
6407,Which city became the capital of Thuringia after World War 1? ,5,LOC
6408,What country was the home to the Industrial Revolution?,5,LOC
6409,In what country did Kane Kramer apply for his patent?,5,LOC
6410,What country was the Oxford guide to style written in?,5,LOC
6411,When was the Helvetic Republic established?,4,NUM
6412,To where were the Karachays exiled?,5,LOC
6413,In what country was Memel?,5,LOC
6414,In what city is Sandringham House?,5,LOC
6415,Where was Queen Elizabeth crowned?,5,LOC
6416,Who is Buckingham palace home to?,3,HUM
6417,What wall turns east along the western side?,5,LOC
6418,What was the name of the ship that was attacked outside of the Odessa harbor?,1,ENTY
6419,What tower is built in the Georgian style?,5,LOC
6420,With which two other cities is London named one of the most expensive in the world?,5,LOC
6421,"By 2013, which city had the most billionaires living in the city?",5,LOC
6422,Which are the largest two cities in the state?,5,LOC
6423,What city in the United States has the highest population?,5,LOC
6424,What is the largest city owned gas utility?,5,LOC
6425,Which state in the US is the only to have higher fuel prices than Alaska?,5,LOC
6426,What county is Stalybridge in?,5,LOC
6427,Which state would the district of Germersheim be a part of?,5,LOC
6428,Which region is Oklahoma City a part of?,5,LOC
6429,Where do most of the Asian immigrants come from?,5,LOC
6430,Where did most Chinese men enter the US?,5,LOC
6431,Where does morphine come from?,5,LOC
6432,What river flows through the China basin?,5,LOC
6433,What river runs along the Jordan Rift Valley?,5,LOC
6434,What river flows into the River Thames?,5,LOC
6435,What was the name of the French military port that opened on 5 August 1858?,5,LOC
6436,What was the name of the port once situated on the land occupied by present day Plymouth?,5,LOC
6437,What is the main port of Italy?,5,LOC
6438,What continents are largest after Antarctica? ,5,LOC
6439,What continent has 90% of the worlds fresh water?,5,LOC
6440,Which continent contains glaciers?,5,LOC
6441,Where is Yale University located.,5,LOC
6442,What community college is located in Ann Arbor?,3,HUM
6443,What college is in Northwest Raleigh?,3,HUM
6444,What is Oklahoma's largest city?,5,LOC
6445,Which are the largest two cities in the state?,5,LOC
6446,What is the US city with the second largest population?,5,LOC
6447,Which country lies on Congo's northeast border?,5,LOC
6448,What latitude is defined as being Antarctica's border?,4,NUM
6449,What country is about 4200 km from Guinea-Bissau?,5,LOC
6450,What country produced the Kao Gong Ji?,5,LOC
6451,Where did the Olympics originate?,5,LOC
6452,"What country was race ""Biologized"" in?",5,LOC
6453,When did Lucas van Leyden live?,4,NUM
6454,Who operates Logan Airport?,3,HUM
6455,Where is Orly airport located?,5,LOC
6456,What city is Stewart International Airport located close to?,5,LOC
6457,What nationality was Hernando de Soto?,5,LOC
6458,What was William James' nationality?,5,LOC
