,Reviews,Ratings
1926,"the director mostly plays it straight , turning leys ' fable into a listless climb down the social ladder",0
1927,millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry,0
1928,"any film that does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss",0
1929,it 's depressing to see how far herzog has fallen,0
1930,"some episodes work , some do n't",0
1931,"like its new england characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness",1
1932,"all the more disquieting for its relatively gore free allusions to the serial murders , but it falls down in its attempts to humanize its subject",0
1933,"a film of empty , fetishistic violence in which murder is casual and fun",0
1934,"for those in search of something different , wendigo is a genuinely bone chilling tale",1
1935,disappointing in comparison to other recent war movies or any other john woo flick for that matter,0
1936,"it 's a familiar story , but one that is presented with great sympathy and intelligence",1
1937,becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the papin sisters,1
1938,murderous maids pulls no punches in its depiction of the lives of the papin sister and the events that led to their notorious rise to infamy,1
1939,"it 's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time",1
1940,the movie does n't add anything fresh to the myth,0
1941,it is n't that stealing harvard is a horrible movie if only it were that grand a failure !,0
1942,the script falls back on too many tried and true shenanigans that hardly distinguish it from the next teen comedy,0
1943,a rote exercise in both animation and storytelling,0
1944,"in his latest effort , storytelling , solondz has finally made a movie that is n't just offensive it also happens to be good",1
1945,"enough is not a bad movie , just mediocre",0
1946,"a smart , sassy and exceptionally charming romantic comedy",1
1947,"stuffy , full of itself , morally ambiguous and nothing to shout about",0
1948,"reyes ' directorial debut has good things to offer , but ultimately it 's undone by a sloppy script",0
1949,it wears its heart on the sleeve of its gaudy hawaiian shirt,0
1950,"it 's a spectacular performance ahem , we hope it 's only acting",1
1951,"the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama '",0
1952,"symbolically , warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal",1
1953,"you come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated",1
1954,equlibrium could pass for a thirteen year old 's book report on the totalitarian themes of 1984 and farenheit 451,0
1955,a film of delicate interpersonal dances,1
1956,lrb westbrook rrb makes a wonderful subject for the camera,1
1957,cusack 's just brilliant in this,1
1958,what a bewilderingly brilliant and entertaining movie this is,1
1959,"never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches gorgeous , passionate , and at times uncommonly moving",1
1960,"few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt 's cooper looks when the bullets stop flying",1
1961,ferrara 's best film in years,1
1962,"we have poignancy jostling against farce , thoughtful dialogue elbowed aside by one liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat",0
1963,"watching war photographer , you come to believe that nachtwey hates the wars he shows and empathizes with the victims he reveals",1
1964,you 'd be hard put to find a movie character more unattractive or odorous lrb than leon rrb,0
1965,"what soured me on the santa clause 2 was that santa bumps up against 21st century reality so hard , it 's icky",0
1966,"ash wednesday is not edward burns ' best film , but it is a good and ambitious film",1
1967,the lead actors share no chemistry or engaging charisma,0
1968,"ms phoenix is completely lacking in charm and charisma , and is unable to project either esther 's initial anomie or her eventual awakening",0
1969,"when not wallowing in its characters ' frustrations , the movie is busy contriving false , sitcom worthy solutions to their problems",0
1970,"polished , well structured film",1
1971,the laughs are as rare as snake foo yung,0
1972,"an eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake",1
1973,but there 's plenty to offend everyone,0
1974,after that it becomes long and tedious like a classroom play in a college history course,0
1975,"an exceptionally acted , quietly affecting cop drama",1
1976,"one of the best films i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense",1
1977,"stitch is a bad mannered , ugly and destructive little",0
1978,an intelligently made lrb and beautifully edited rrb picture that at the very least has a spark of life to it more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch,1
1979,"charlie hunnam has the twinkling eyes , repressed smile and determined face needed to carry out a dickensian hero",1
1980,what should have been a painless time killer becomes instead a grating endurance test,0
1981,"the film has lrb its rrb moments , but they are few and far between",0
1982,"if religious films are n't your bailiwick , stay away",0
1983,"this enthralling documentary is at once playful and haunting , an in depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends",1
1984,"a wild , endearing , masterful documentary",1
1985,"a dreadful day in irish history is given passionate , if somewhat flawed , treatment",1
1986,"the april 2002 instalment of the american war for independence , complete with loads of cgi and bushels of violence , but not a drop of human blood",0
1987,"if there was any doubt that peter o'fallon did n't have an original bone in his body , a rumor of angels should dispel it",0
1988,"there is something in full frontal , i guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see",0
1989,a minor league soccer remake of the longest yard,0
1990,"` it 's painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama '",0
1991,it 's absolutely amazing how first time director kevin donovan managed to find something new to add to the canon of chan,1
1992,it 's as raw and action packed an experience as a ringside seat at a tough man contest,1
1993,"to me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy",0
1994,you wo n't have any trouble getting kids to eat up these veggies,1
1995,too bland and fustily tasteful to be truly prurient,0
1996,it does n't work as either,0
1997,this one aims for the toilet and scores a direct hit,0
1998,"in the name of an allegedly inspiring and easily marketable flick , the emperor 's club turns a blind eye to the very history it pretends to teach",0
1999,the movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie heads,0
2000,two tedious acts light on great scares and a good surprise ending,1
2001,"and your reward will be a thoughtful , emotional movie experience",1
2002,obvious,0
2003,`` birthday girl '' is an actor 's movie first and foremost,1
2004,"the little girls understand , and mccracken knows that 's all that matters",1
2005,the pacing is often way off and there are too many bona fide groaners among too few laughs,0
2006,"i liked it because it was so endlessly , grotesquely , inventive",1
2007,"that , in itself , is extraordinary",1
2008,yes,1
2009,k 19 the widowmaker is a great yarn,1
2010,and educational !,1
2011,"an undeniably moving film to experience , and ultimately that 's what makes it worth a recommendation",1
2012,"confessions is n't always coherent , but it 's sharply comic and surprisingly touching , so hold the gong",1
2013,"the film has the thrown together feel of a summer camp talent show hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo",0
2014,sharp edges and a deep vein of sadness run through its otherwise comic narrative,1
2015,crush is so warm and fuzzy you might be able to forgive its mean spirited second half,1
2016,"strong filmmaking requires a clear sense of purpose , and in that oh so important category , the four feathers comes up short",0
2017,"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier 's oft brilliant safe conduct lrb `` laissez passer '' rrb wears its heart on its sleeve",1
2018,"i have returned from the beyond to warn you this movie is 90 minutes long , and life is too short",0
2019,"despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches '",1
2020,"witty and often surprising , a dark little morality tale disguised as a romantic comedy",1
2021,"they 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid",0
2022,watching these eccentrics is both inspiring and pure joy,1
2023,spain 's greatest star wattage does n't overcome the tumult of maudlin tragedy,0
2024,"director jay russell stomps in hobnail boots over natalie babbitt 's gentle , endearing 1975 children 's novel",0
2025,"colorful , energetic and sweetly whimsical the rare sequel that 's better than its predecessor",1
2026,a pretentious and ultimately empty examination of a sick and evil woman,0
2027,a small movie with a big heart,1
2028,maggie g makes an amazing breakthrough in her first starring role and eats up the screen,1
2029,most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement,0
2030,lrb the cockettes rrb provides a window into a subculture hell bent on expressing itself in every way imaginable ',1
2031,most thrillers send audiences out talking about specific scary scenes or startling moments `` frailty '' leaves us with the terrifying message that the real horror may be waiting for us at home,1
2032,the difference between cho and most comics is that her confidence in her material is merited,1
2033,this remake of lina wertmuller 's 1975 eroti comedy might just be the biggest husband and wife disaster since john and bo derek made the ridiculous bolero,0
2034,lrb a rrb poorly executed comedy,0
2035,"holland lets things peter out midway , but it 's notably better acted and far less crass than some other recent efforts in the burgeoning genre of films about black urban professionals",1
2036,rogers 's mouth never stops shut about the war between the sexes and how to win the battle,1
2037,lawrence plumbs personal tragedy and also the human comedy,1
2038,maintains your sympathy for this otherwise challenging soul by letting you share her one room world for a while,1
2039,"tends to pile too many `` serious issues '' on its plate at times , yet remains fairly light , always entertaining , and smartly written",1
2040,"an inventive , absorbing movie that 's as hard to classify as it is hard to resist",1
2041,"lrb russell rrb makes good b movies lrb the mask , the blob rrb , and the scorpion king more than ably meets those standards",1
2042,what little grace lrb rifkin 's rrb tale of precarious skid row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics,0
2043,"the last scenes of the film are anguished , bitter and truthful",1
2044,"however sincere it may be , the rising place never quite justifies its own existence",0
2045,"the whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy or , worse yet , nonexistent ideas",0
2046,supposedly authentic account of a historical event that 's far too tragic to merit such superficial treatment,0
2047,no laughs,0
2048,but the actors make this worth a peek,1
2049,a gem of a movie,1
2050,the whole thing plays like a tired tyco ad,0
2051,it 's exactly the kind of movie toback 's detractors always accuse him of making,0
2052,"mr clooney , mr kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure fire prescription for a critical and commercial disaster",1
2053,"it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction",0
2054,both deserve better,0
2055,"between them , de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season",1
2056,"upsetting and thought provoking , the film has an odd purity that does n't bring you into the characters so much as it has you study them",1
2057,"slap me , i saw this movie",0
2058,"visually , ` santa clause 2 ' is wondrously creative",1
2059,"a coming of age tale from new zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board",1
2060,"` it 's better to go in knowing full well what 's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists",1
2061,a portrait of hell so shattering it 's impossible to shake,1
2062,"hopelessly inane , humorless and under inspired",0
2063,bogdanich is unashamedly pro serbian and makes little attempt to give voice to the other side,0
2064,"like a pack of dynamite sticks , built for controversy",0
2065,"take any 12 year old boy to see this picture , and he 'll be your slave for a year",1
2066,"miyazaki 's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about spirited away is that there is no rest period , no timeout",1
2067,stage director sam mendes showcases tom hanks as a depression era hit man in this dark tale of revenge,1
2068,veret has a whip smart sense of narrative bluffs,1
2069,"ponderous , plodding soap opera disguised as a feature film",0
2070,"gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal clich s",0
2071,director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity,1
2072,"a bittersweet contemporary comedy about benevolent deception , which , while it may not rival the filmmaker 's period pieces , is still very much worth seeing",1
2073,gorgeous to look at but insufferably tedious and turgid a curiously constricted epic,0
2074,"then again , in a better movie , you might not have noticed",0
2075,a fairly enjoyable mixture of longest yard and the 1999 guy ritchie caper lock stock and two smoking barrels,1
2076,"the re enactments , however fascinating they may be as history , are too crude to serve the work especially well",0
2077,"if a horror movie 's primary goal is to frighten and disturb , then they works spectacularly well a shiver inducing , nerve rattling ride",1
2078,"oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between",0
2079,often silly and gross but it 's rarely as moronic as some campus gross out films,0
2080,"spielberg 's first real masterpiece , it deserved all the hearts it won and wins still , 20 years later",1
2081,"unlike lrb scorsese 's mean streets rrb , ash wednesday is essentially devoid of interesting characters or even a halfway intriguing plot",0
2082,you may feel compelled to watch the film twice or pick up a book on the subject,1
2083,"slow and ponderous , but rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption",1
2084,sheridan 's take on the author 's schoolboy memoir is a rather toothless take on a hard young life,0
2085,"godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence",1
2086,under rehearsed and lifeless,0
2087,the film offers an intriguing what if premise,1
2088,this 10th film in the series looks and feels tired,0
2089,"you need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes ' work",1
2090,rarely have i seen a film so willing to champion the fallibility of the human heart,1
2091,"a witty , low key romantic comedy",1
2092,"what enlivens this film , beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates",1
2093,"a delightful little film that revels in its own simplicity , mostly martha will leave you with a smile on your face and a grumble in your stomach",1
2094,"it 's hard to quibble with a flick boasting this many genuine cackles , but notorious c h o still feels like a promising work in progress",1
2095,"a shoddy male hip hop fantasy filled with guns , expensive cars , lots of naked women and rocawear clothing",0
2096,"a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two",1
2097,even the hastily and amateurishly drawn animation can not engage,0
2098,"with ` bowling for columbine , ' michael moore gives us the perfect starting point for a national conversation about guns , violence , and fear",1
2099,i liked it just enough,1
2100,it 's the funniest american comedy since graffiti bridge,1
2101,"after an uncertain start , murder hits and generally sustains a higher plateau with bullock 's memorable first interrogation of gosling",1
2102,"although devoid of objectivity and full of nostalgic comments from the now middle aged participants , dogtown and z boys has a compelling story to tell",1
2103,a delicious crime drama on par with the slickest of mamet,1
2104,"on top of a foundering performance , lrb madonna 's rrb denied her own athleticism by lighting that emphasizes every line and sag",0
2105,"on the surface a silly comedy , scotland , pa would be forgettable if it were n't such a clever adaptation of the bard 's tragic play",1
2106,"mostly works because of the universal themes , earnest performances and excellent use of music by india 's popular gulzar and jagjit singh",1
2107,about the only thing to give the movie points for is bravado to take an entirely stale concept and push it through the audience 's meat grinder one more time,0
2108,"but the performances of pacino , williams , and swank keep the viewer wide awake all the way through",1
2109,"a boring , pretentious muddle that uses a sensational , real life 19th century crime as a metaphor for well , i 'm not exactly sure what and has all the dramatic weight of a raindrop",0
2110,"far from heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama",1
2111,"blessed with a searing lead performance by ryan gosling lrb murder by numbers rrb , the movie is powerful and provocative",1
2112,the film desperately sinks further and further into comedy futility,0
2113,it almost feels as if the movie is more interested in entertaining itself than in amusing us,0
2114,a low rent retread of the alien pictures,0
2115,it merely indulges in the worst elements of all of them,0
2116,there 's none of the happily ever after spangle of monsoon wedding in late marriage and that 's part of what makes dover kosashvili 's outstanding feature debut so potent,1
2117,the entire film is one big excuse to play one lewd scene after another,0
2118,"a fascinating examination of the joyous , turbulent self discovery made by a proper , middle aged woman",1
2119,"has an unmistakable , easy joie de vivre",1
2120,it 's a rare window on an artistic collaboration,1
2121,report card does n't live up to the exalted tagline there 's definite room for improvement,0
2122,"too intensely focused on the travails of being hal hartley to function as pastiche , no such thing is hartley 's least accessible screed yet",0
2123,a backstage must see for true fans of comedy,1
2124,"it 's got the brawn , but not the brains",0
2125,lacks dramatic punch and depth,0
2126,"it may be a no brainer , but at least it 's a funny no brainer",1
2127,"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions",0
2128,a great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family,1
2129,"ozpetek offers an aids subtext , skims over the realities of gay sex , and presents yet another tired old vision of the gay community as an all inclusive world where uptight , middle class bores like antonia can feel good about themselves",0
2130,"the leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material",0
2131,a relative letdown,0
2132,"from its nauseating spinning credits sequence to a very talented but underutilized supporting cast , bartleby squanders as much as it gives out",0
2133,a realistically terrifying movie that puts another notch in the belt of the long list of renegade cop tales,1
2134,brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life 's harshness,1
2135,inconsequential road and buddy pic,0
2136,"it 's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure",0
2137,the leanest and meanest of solondz 's misanthropic comedies,1
2138,about schmidt belongs to nicholson,1
2139,"its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work",1
2140,starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other hollywood action cliches,0
2141,"even if it pushes its agenda too forcefully , this remains a film about something , one that attempts and often achieves a level of connection and concern",1
2142,"the film is grossly contradictory in conveying its social message , if indeed there is one",0
2143,"daringly perceptive , taut , piercing and feisty , biggie and tupac is undeniably subversive and involving in its bold presentation",1
2144,boyd 's screenplay lrb co written with guardian hack nick davies rrb has a florid turn of phrase that owes more to guy ritchie than the bard of avon,0
2145,"not about scares but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense",1
2146,this deeply spiritual film taps into the meaning and consolation in afterlife communications,1
2147,i know that i 'll never listen to marvin gaye or the supremes the same way again,1
2148,"a big , loud , bang the drum bore",0
2149,horrendously amateurish filmmaking that is plainly dull and visually ugly when it is n't incomprehensible,0
2150,"after collateral damage , you might imagine that most every aggrieved father clich has been unturned",0
2151,predictable storyline and by the book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director john stockwell,1
2152,"laugh out loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl 's dilemma",1
2153,essentially a collection of bits and they 're all naughty,1
2154,you get the impression that writer and director burr steers knows the territory but his sense of humor has yet to lose the smug self satisfaction usually associated with the better private schools,0
2155,ultimately engages less for its story of actorly existential despair than for its boundary hopping formal innovations and glimpse into another kind of chinese ` cultural revolution ',1
2156,"happily , some things are immune to the folly of changing taste and attitude",1
2157,viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess,0
2158,the viewer takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers,1
2159,"with we were soldiers , hollywood makes a valiant attempt to tell a story about the vietnam war before the pathology set in",1
2160,"i just saw this movie well , it 's probably not accurate to call it a movie",0
2161,"one of the smarter offerings the horror genre has produced in recent memory , even if it 's far tamer than advertised",1
2162,"a well done film of a self reflexive , philosophical nature",1
2163,"still , it just sits there like a side dish no one ordered",0
2164,"filmmakers dana janklowicz mann and amir mann area headed east , far east , in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of german jewish refugees while the world 's democracie",1
2165,"who , exactly , is fighting whom here ?",0
2166,"can be as tiresome as 9 seconds of jesse helms ' anti castro rhetoric , which are included",0
2167,"it 's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix 's",0
2168,"in truth , it has all the heart of a porno flick lrb but none of the sheer lust rrb",0
2169,cherish would 've worked a lot better had it been a short film,0
2170,"if you 're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need",1
2171,"maybe there 's a metaphor here , but figuring it out would n't make trouble every day any better",0
2172,"a zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and worst of all silly looking morlocks",0
2173,"every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy",0
2174,but it is entertaining on an inferior level,1
2175,plummer steals the show without resorting to camp as nicholas ' wounded and wounding uncle ralph,1
2176,"evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes",0
2177,"it 's a head turner thoughtfully written , beautifully read and , finally , deeply humanizing",1
2178,"as it is , it 's too long and unfocused",0
2179,"this is not a classical dramatic animated feature , nor a hip , contemporary , in jokey one",0
2180,"i 'm not a fan of the phrase ` life affirming ' because it usually means ` schmaltzy , ' but real women have curves truly is life affirming",1
2181,"too much of storytelling moves away from solondz 's social critique , casting its audience as that of intellectual lector in contemplation of the auteur 's professional injuries",0
2182,charlotte sometimes is a gem,1
2183,australia land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place,1
2184,"as immaculate as stuart little 2 is , it could be a lot better if it were , well , more adventurous",1
2185,"further sad evidence that tom tykwer , director of the resonant and sense spinning run lola run , has turned out to be a one trick pony a maker of softheaded metaphysical claptrap",0
2186,lrb a rrb satisfying niblet,1
2187,this is a more fascinating look at the future than `` bladerunner '' and one of the most high concept sci fi adventures attempted for the screen,1
2188,"coupling disgracefully written dialogue with flailing bodily movements that substitute for acting , circuit is the awkwardly paced soap opera ish story",0
2189,it rapidly develops into a gut wrenching examination of the way cultural differences and emotional expectations collide,1
2190,you try to guess the order in which the kids in the house will be gored,0
2191,"payne has created a beautiful canvas , and nicholson proves once again that he 's the best brush in the business",1
2192,lrb siegel rrb and co writers lisa bazadona and grace woodard have relied too much on convention in creating the characters who surround frankie,0
2193,"while the material is slight , the movie is better than you might think",1
2194,"unambitious writing emerges in the movie , using a plot that could have come from an animated movie screenwriting textbook",0
2195,"the film 's strength is n't in its details , but in the larger picture it paints of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media soaked fears",1
2196,i do n't think most of the people who loved the 1989 paradiso will prefer this new version,0
2197,a sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women,0
2198,"broomfield 's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient",0
2199,"mostly , lrb goldbacher rrb just lets her complicated characters be unruly , confusing and , through it all , human",1
2200,"even with its 50 million us budget , pinocchio never quite achieves the feel of a fanciful motion picture",0
2201,"adam sandler 's heart may be in the right place , but he needs to pull his head out of his butt",0
2202,a genuine mind bender,1
2203,"just as the recent argentine film son of the bride reminded us that a feel good movie can still show real heart , time of favor presents us with an action movie that actually has a brain",1
2204,that frenetic spectacle lrb on the tv show rrb has usually been leavened by a charm that 's conspicuously missing from the girls ' big screen blowout,0
2205,"nonchalantly freaky and uncommonly pleasurable , warm water may well be the year 's best and most unpredictable comedy",1
2206,"she 's all powerful , a voice for a pop cyber culture that feeds on her bjorkness",1
2207,qualities that were once amusing are becoming irritating,0
2208,"this is a story that zings all the way through with originality , humour and pathos",1
2209,what a stiflingly unfunny and unoriginal mess this is !,0
2210,"too stagey , talky and long for its own good",0
2211,"as pure over the top trash , any john waters movie has it beat by a country mile",0
2212,a tasty appetizer that leaves you wanting more,1
2213,"on its own staggeringly unoriginal terms , this gender bending comedy is generally quite funny",1
2214,"a clumsily manufactured exploitation flick , a style free exercise in manipulation and mayhem",0
2215,"it lacks the compassion , good natured humor and the level of insight that made lrb eyre 's rrb first film something of a sleeper success",0
2216,"personally , i 'd rather watch them on the animal planet",0
2217,"as commander in chief of this film , bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world",1
2218,an annoying orgy of excess and exploitation that has no point and goes nowhere,0
2219,the art demands live viewing,1
2220,paul cox needed to show it,0
2221,astonishing lrb frames rrb profound ethical and philosophical questions in the form of dazzling pop entertainment,1
2222,"although the subject matter may still be too close to recent national events , the film works mostly due to its superior cast of characters",1
2223,a stirring road movie,1
2224,"bursting through the constraints of its source , this is one adapted from television movie that actually looks as if it belongs on the big screen",1
2225,"even with all its botches , enigma offers all the pleasure of a handsome and well made entertainment",1
2226,"the images lack contrast , are murky and are frequently too dark to be decipherable",0
2227,"there 's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip reading sequence",1
2228,"if you 're in the right b movie frame of mind , it may just scare the pants off you",1
2229,city by the sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for,1
2230,dismally dull sci fi comedy,0
2231,"it 's weird , wonderful , and not necessarily for kids",1
2232,"executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted scrooge could fail to respond",1
2233,maybe he was reading the minds of the audience,1
2234,"grenier is terrific , bringing an unforced , rapid fire delivery to toback 's heidegger and nietzsche referencing dialogue",1
2235,burns ' fifth beer soaked film feels in almost every possible way from the writing and direction to the soggy performances tossed off,0
2236,less the sensational true crime hell jaunt purists might like and more experimental in its storytelling lrb though no less horrifying for it rrb,1
2237,it 's not so much a movie as a joint promotion for the national basketball association and teenaged rap and adolescent poster boy lil ' bow wow,0
2238,it labours as storytelling,0
2239,"a first class road movie that proves you can run away from home , but your ego and all your problems go with you",1
2240,"the nonstop artifice ultimately proves tiresome , with the surface histrionics failing to compensate for the paper thin characterizations and facile situations",0
2241,it makes me say the obvious abandon all hope of a good movie ye who enter here,0
2242,festers in just such a dungpile that you 'd swear you were watching monkeys flinging their feces at you,0
2243,"yes , i have given this movie a rating of zero",0
2244,"a buoyant romantic comedy about friendship , love , and the truth that we 're all in this together",1
2245,the locations go from stark desert to gorgeous beaches,1
2246,"an acceptable way to pass a little over an hour with moviegoers ages 8 10 , but it 's unlikely to inspire anything more than a visit to mcdonald 's , let alone some savvy street activism",0
2247,those who are n't put off by the film 's austerity will find it more than capable of rewarding them,1
2248,"has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that seagal 's overweight and out of shape",0
2249,"like a three ring circus , there are side stories aplenty none of them memorable",0
2250,a fascinating literary mystery story with multiple strands about the controversy of who really wrote shakespeare 's plays,1
2251,just too silly and sophomoric to ensnare its target audience,0
2252,one of the more influential works of the ` korean new wave ',1
2253,the closest thing to the experience of space travel,1
2254,"right now , they 're merely signposts marking the slow , lingering death of imagination",0
2255,"while easier to sit through than most of jaglom 's self conscious and gratingly irritating films , it 's still tainted by cliches , painful improbability and murky points",0
2256,bon app tit !,1
2257,"as animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth",1
2258,"boy , has this franchise ever run out of gas",0
2259,the film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative,0
2260,two hours of junk,0
2261,this is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer,0
2262,i love the opening scenes of a wintry new york city in 1899,1
2263,"lrb d rrb espite its familiar subject matter , ice age is consistently amusing and engrossing",1
2264,"though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should",1
2265,alternative medicine obviously has its merits but ayurveda does the field no favors,0
2266,a living testament to the power of the eccentric and the strange,1
2267,it 's not as awful as some of the recent hollywood trip tripe but it 's far from a groundbreaking endeavor,0
2268,"infidelity drama is nicely shot , well edited and features a standout performance by diane lane",1
2269,a soulless jumble of ineptly assembled cliches and pabulum that plays like a 95 minute commercial for nba properties,0
2270,"talkiness is n't necessarily bad , but the dialogue frequently misses the mark",0
2271,"but the 2002 film does n't really believe in it , and breaks the mood with absurdly inappropriate ` comedy ' scenes",0
2272,not so much farcical as sour,0
2273,"like life on the island , the movie grows boring despite the scenery",0
2274,the material and the production itself are little more than routine,0
2275,"aspires to the cracked lunacy of the adventures of buckaroo banzai , but thanks to an astonishingly witless script ends up more like the adventures of ford fairlane",0
2276,"far more successful , if considerably less ambitious , than last year 's kubrick meets spielberg exercise",1
2277,"when it 's this rich and luscious , who cares ?",1
2278,"informative , intriguing , observant , often touching gives a human face to what 's often discussed in purely abstract terms",1
2279,"a compelling pre wwii drama with vivid characters and a warm , moving message",1
2280,"a bizarre piece of work , with premise and dialogue at the level of kids ' television and plot threads as morose as teen pregnancy , rape and suspected murder",0
2281,"at best , cletis tout might inspire a trip to the video store in search of a better movie experience",0
2282,skip this turd and pick your nose instead because you 're sure to get more out of the latter experience,0
2283,"what a concept , what an idea , what a thrill ride",1
2284,"unlike most surf movies , blue crush thrillingly uses modern technology to take the viewer inside the wave",1
2285,"be forewarned , if you 're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards",0
2286,it has become apparent that the franchise 's best years are long past,0
2287,it strikes hardest when it reminds you how pertinent its dynamics remain,1
2288,"most consumers of lo mein and general tso 's chicken barely give a thought to the folks who prepare and deliver it , so , hopefully , this film will attach a human face to all those little steaming cartons",1
2289,"even in terms of the low grade cheese standards on which it operates , it never quite makes the grade as tawdry trash",0
2290,the nicest thing that can be said about stealing harvard lrb which might have been called freddy gets molested by a dog rrb is that it 's not as obnoxious as tom green 's freddie got fingered,0
