,text,lbl_index,labels
3364,What is known about the light absorption of a hot object in equilibrium with light?,12,desc
3365,What is the association of heat with thermal radiation?,12,desc
3366,What does heian mean in Japanese?,7,def
3367,What are samurai usually called in Japanse?,20,termeq
3368,What does Japanese wrestling combine?,14,other
3369,What is Ireland Act 1914?,7,def
3370,What is Royston Smith's constituency?,14,other
3371,What is a hyparchetype?,7,def
3372,Which hormones are produces when a animal is stressed out?,23,dismed
3373,What are gametes?,7,def
3374,What is a type of immune system disorder?,23,dismed
3375,What does enteritis lead to?,14,other
3376,What is diarrhea?,7,def
3377,What does Galicia's name mean?,7,def
3378,"From Nasrani for Syriac, what does Christian mean?",7,def
3379,What does the name Sahel come from?,12,desc
3380,The Pindus and Balkan ecoregions are known as what?,20,termeq
3381,What is a koofiyad?,7,def
3382,What is the jellabiya?,7,def
3383,What is a type of intraframe?,7,def
3384,What is the BeiDou-1?,7,def
3385,What is paedobaptism?,7,def
3386,What is ecclesiology?,7,def
3387,What is the definition of ASCII?,7,def
3388,What are the descriptions for?,9,reason
3389,"The visible, ultraviolet and X-ray spectra are all above what spectrum?",14,other
3390,What type of wavelength does purple have?,14,other
3391,Wien's spectrum model could not predict accurate at what end of the spectrum?,14,other
3392,What political structure did Vietnam have?,14,other
3393,Who was the Prime Minister of Vietnam?,4,ind
3394,When were US forces withdrawn from Vietnam?,8,date
3395,What is botany?,7,def
3396,What is the study of living organisms known as?,20,termeq
3397,What are eukaryotes?,7,def
3398,A definition of literature that incorporates style and the poetic nature of prose is what?,7,def
3399,What is the 1568 definition of poetry?,7,def
3400,What two qualities are used in rhyming literary art?,12,desc
3401,Where does informal learning occur?,14,other
3402,What type of human knowledge is observing the world?,12,desc
3403,What is the least widely used way in learning?,31,techmeth
3404,What country has the second largest Somali population?,18,country
3405,What country is listed as a republic?,18,country
3406,What country is the second on the list for child labour in accordance to the Maplecroft Child Labour Index?,18,country
3407,What does the name Sahel come from?,12,desc
3408,Where does the name Thuringia come from?,12,desc
3409,What is Chamame?,7,def
3410,What is botany?,7,def
3411,What is the jellabiya?,7,def
3412,What is the difference of logic in quantum theory?,12,desc
3413,Who disagrees with the quantum theory? ,4,ind
3414,"In quantum mechanics, what is defined in terms of the energy operator as a time derivative of the sine function?",20,termeq
3415,What is the STA?,3,exp
3416,What does Ian mean in reference to trees?,7,def
3417,What was absinthe known as?,20,termeq
3418,What created Serbia?,14,other
3419,When did the Federal Republic of Yugoslavia become Yugoslavia?,8,date
3420,What is the Siddur?,7,def
3421,What is a cardinal bishop?,7,def
3422,What is ecclesiology?,7,def
3423,What is the Siddur?,7,def
3424,What does heresey mean in Latin?,7,def
3425,What was a dpon-chen?,7,def
3426,What kind of music does Wave 105 play?,1,cremat
3427,What is amphetamine used for today?,9,reason
3428,What is the jellabiya?,7,def
3429,What is the BeiDou-1?,7,def
3430,What is a glacial surge?,7,def
3431,What is froth flotation used for?,9,reason
3432,What is this a subdiscipline of?,7,def
3433,What would zero inflation mean for the US dollar over time?,7,def
3434,What is Nigeria's 2015 purchasing power parity?,7,def
3435,What pushes up the mantle of the Earth?,14,other
3436,How are glacial moraines formed?,0,manner
3437,What failure causes surges?,9,reason
3438,"What are ""jab-jabs""?",7,def
3439,What kind of platform are Roland and SA-8 Gecko?,14,other
3440,What are Akathists?,7,def
3441,what does an isp do?,12,desc
3442,What is Panentheism?,7,def
3443,What are some concepts of the universe according to theologians?,12,desc
3444,What proves the existence of absolute space?,12,desc
3445,What is another form of having a firewall connected?,20,termeq
3446,Which system has a built in firewall?,14,other
3447,What is computer security also known as?,20,termeq
3448,"What is the month, day and year of ""D-Day""?",8,date
3449,What are biomorphism and zoomorphic architecture not based after design wise?,7,def
3450,What is botany?,7,def
3451,What is Panentheism?,7,def
3452,What did the barbershop group change its name to officially in 1938?,14,other
3453,What is telecommuting?,7,def
3454,What is the definition of the World Wide Web?,7,def
3455,What is botany?,7,def
3456,"If a carbohydrate is not a simple monosaccharide, what else could it be?",14,other
3457,What are eukaryotes?,7,def
3458,What is ecclesiology?,7,def
3459,What language is parl?,37,lang
3460,"In 1957 the FORTRAN language was created, what is FORTRAN short for?",3,exp
3461,Which language was the reference simulation software written in?,37,lang
3462,What are the newspapers famous for?,9,reason
3463,What is the name of the student newspaper?,1,cremat
3464,What newspaper was founded by Express Newspaper?,1,cremat
3465,What do the tradeoffs of digital piracy support?,12,desc
3466,Piracy has been less recently described online in relation to what?,12,desc
3467,What is the theft or damage to hardware or software?,7,def
3468,what is the Zionist administrartion of the state of Israel seen as according to the judaic way of life?,14,other
3469,What's the homeland for Jewish people?,14,other
3470,What does the State of Isreal place emphasis on in addition to Nationalism?,12,desc
3471,What does szlachta mainly denote?,7,def
3472,What does D-VHS stand for?,3,exp
3473,What does Masīḥī mean?,7,def
3474,What does using the sun for direction involve?,12,desc
3475,"What is a ""grand"" sometimes shortened to?",20,termeq
3476,What is a 'lead out'?,7,def
3477,What is an alloy?,7,def
3478,What is aluminum alloy the most common of?,28,substance
3479,What is calcium oxide mostly made of?,28,substance
3480,What does Galicia's name mean?,7,def
3481,Where does the name Thuringia come from?,12,desc
3482,Where does the name theravada come from?,12,desc
3483,"In 1957 the FORTRAN language was created, what is FORTRAN short for?",3,exp
3484,What is paedobaptism?,7,def
3485,What is the BeiDou-1?,7,def
3486,What was Izvestiya?,7,def
3487,What colony did Walter Raleigh found?,14,other
3488,What was the name of the colony founded by the Pilgrim Fathers in the New World?,5,gr
3489,What is the name of the company that managed the colony from 1615-1684?,5,gr
3490,What myth did Bruce Voeller perpetuate in the 70's?,12,desc
3491,What is the legend associated with Bermuda?,12,desc
3492,What is a common myth about poultry and bacteria?,12,desc
3493,What does CRI stand for?,3,exp
3494,What is chemical digestion?,7,def
3495,What are eukaryotes?,7,def
3496,What are oxidizers?,7,def
3497,What was the battle cry of the war?,12,desc
3498,What war started in the late 18th century?,10,event
3499,What was one of the causes of the War of the Reunions? ,9,reason
3500,Where was the fatal June 19th riots?,14,other
3501,What caused a violent uprising?,9,reason
3502,What event decimated urban populations in the 13th century?,10,event
3503,How is A cappella currently defined?,0,manner
3504,What uses a model of the sound's quantization?,14,other
3505,Pitch is the auditory attribute to what?,12,desc
3506,What theory wasn't developed by Arnold?,12,desc
3507,What theory did impetus pave the way for?,12,desc
3508,What is Panentheism?,7,def
3509,What is an alloy?,7,def
3510,What is halite?,7,def
3511,What is meteoric iron composed of?,28,substance
3512,What is diarrhea?,7,def
3513,What is secretory diarrhea?,7,def
3514,What infectious disease causes more deaths than tuberculosis?,23,dismed
3515,What do Torrent files contain?,14,other
3516,what does an isp do?,12,desc
3517,What is the definition of the World Wide Web?,7,def
3518,What is the third of the Four Noble Truths explain?,12,desc
3519,What is one of the Ten Meritorious Deeds?,7,def
3520,What are the seven great prophets supposed to do?,12,desc
3521,What is a celestes?,7,def
3522,In which year was the Immaculate Conception dogmatized?,8,date
3523,"According to the doctrine of Immaculate Conception, where was Mary when she first become filled with grace?",14,other
3524,What is the term used for Mary before giving birth to Jesus?,20,termeq
3525,What s Boston sometimes called?,20,termeq
3526,What is Atkin's Hall?,7,def
3527,What is the Boston accent known as?,20,termeq
3528,What does the symbol P represent?,3,exp
3529,What does ASCII code represent?,3,exp
3530,"What does a ""T"" rating symbol on an electrical contact mean?",7,def
3531, What is a brushfilled wound-rotor?,7,def
3532,What is a narcokleptocracy?,7,def
3533,What is a hyparchetype?,7,def
3534,What does Opera Garnier specialize in?,14,other
3535,What is the composer of an opera called?,4,ind
3536,Where is the Opera House located?,14,other
3537,What is the difference of logic in quantum theory?,12,desc
3538,What aren't homogeneous states? ,11,state
3539,What is the meaning of federalism?,7,def
3540,"What story was the last ""tragic octoroon"" character in?",1,cremat
3541,Who is the main example of an innocent destroyed in the novel?,4,ind
3542,What does RIBA stand for?,3,exp
3543,What is diarrhea?,7,def
3544,"What's the Dutch word for ""green""?",36,word
3545,What is secretory diarrhea?,7,def
3546,What is the nanometer range that allows you to see temperature variations?,14,other
3547,What does the smallness of the Planck constant show?,12,desc
3548,What is a hyparchetype?,7,def
3549,What is a glacial surge?,7,def
3550,What failure causes surges?,9,reason
3551,What minor storm occurred between the 1980s and 1990s?,10,event
3552,what does an isp do?,12,desc
3553,What type of wine is fermented with grape skin?,17,food
3554,What kind of the wine is regularly consumed by the French?,17,food
3555,What is NESA?,3,exp
3556,What calendar is a lunar calendar?,14,other
3557,What was Izvestiya?,7,def
3558,What is diabetes caused from?,23,dismed
3559,Diabetes is caused by the removal of what organ?,23,dismed
3560,"Before insulin, what was the life expectancy of diabetics?",27,period
3561,What did the Celtic Cross represent?,7,def
3562,What is on the official Lancashire flag?,14,other
3563,When was the blue rose adopted as a symbol?,8,date
3564,Who is considered to be love?,4,ind
3565,What is sexual orientation defined as?,7,def
3566,What does love lead to according to French mystics?,14,other
3567,What is used to test for sarcoidosis?,14,other
3568,What type of bacilli do interferon-y release assays look for?,14,other
3569,What does Ṣalībī mean?,7,def
3570,What does Ian mean in reference to trees?,7,def
3571,"From Nasrani for Syriac, what does Christian mean?",7,def
3572,What is the jellabiya?,7,def
3573,What is ecclesiology?,7,def
3574,What is the BeiDou-1?,7,def
3575,What is apparent in the crossover of market styles?,12,desc
3576,What are the markets called that are located and run by the boroughs?,14,other
3577,What does Alfranj mean?,7,def
3578,What was Danelaw?,7,def
3579,What is the jellabiya?,7,def
3580,What does Galicia's name mean?,7,def
3581,What does the name Sahel come from?,12,desc
3582,Where does the name Thuringia come from?,12,desc
3583,"What happens during ""laser lock""?",12,desc
3584,What does B.I.C. stand for?,3,exp
3585,The use of lasers in anti-aircraft warfare is currently considered what?,12,desc
3586,What is the BeiDou-1?,7,def
3587,What is ecclesiology?,7,def
3588,What type of grass grows on the northern Shara?,30,plant
3589,What are CDPs?,3,exp
3590,What are lophosmores?,7,def
3591,"What are ""jab-jabs""?",7,def
3592,What does Galicia's name mean?,7,def
3593,What does Ian mean in reference to trees?,7,def
3594,Where does the name Thuringia come from?,12,desc
3595,What are the expressed powers? ,12,desc
3596,What are logograms?,7,def
3597,What are Beaks?,7,def
3598,What was measured in the early 20th century?,14,other
3599,What method was was used to obtain the measurement?,31,techmeth
3600,What type of measurements are used to quantify the distance between measurements?,14,other
3601,What does Galicia's name mean?,7,def
3602,What is the origin of Sibyl?,12,desc
3603,Where does the name theravada come from?,12,desc
3604,What is Hinkley point C ,7,def
3605,What is botany?,7,def
3606,What is the BeiDou-1?,7,def
3607,What was Izvestiya?,7,def
3608,Pitch is the auditory attribute to what?,12,desc
3609,What is generally the lowest sound a human can hear?,14,other
3610,What is communication viewed as?,7,def
3611,What is SeHCAT syndrome?,7,def
3612,What is Korsakoff's syndrome?,7,def
3613,What results from possession by even benign spirits?,12,desc
3614,What is the jellabiya?,7,def
3615,What is the largest high-latitude desert?,7,def
3616,What is the largest desert in the world?,14,other
3617,What is the number of plants in the Central Sahara?,30,plant
3618,What are logograms?,7,def
3619,What do some plants and amphibians only have?,30,plant
3620,What superphylum are vertebrates in?,14,other
3621,A keyboard is what type of peripheral device?,14,other
3622,What does Wii mean?,7,def
3623,A printer is what type of peripheral device?,14,other
3624,What is a narcokleptocracy?,7,def
3625,What was a dpon-chen?,7,def
3626,What is a 'lead out'?,7,def
3627,What does Galicia's name mean?,7,def
3628,Where does the name Thuringia come from?,12,desc
3629,What does the name Sahel come from?,12,desc
3630,What is the jellabiya?,7,def
3631,What is 239U?,3,exp
3632,What is the BeiDou-1?,7,def
3633,What is a remedy discovery?,7,def
3634,What is a definition of reverse discrimination?,7,def
3635,What does a merge sort algorithm do?,12,desc
3636,"What does the ""three baskets"" refer to?",20,termeq
3637,What causes an extra three days every 400 years in the Gregorian calendar?,9,reason
3638,What is celebrated by the Catholic church on January 1 of every year?,10,event
3639,What significance does Dec 7/ 1948 hold?,12,desc
3640,What principle is it based on?,12,desc
3641,What was Nasser's principle vice?,14,other
3642,The principle of copy-text is sound with regard to what?,12,desc
3643,What does the weight of a gram depend on?,45,weight
3644,What is a unit load defined as?,7,def
3645,"What type of carrier is capable of displacing 75,000 tonnes or greater?",44,veh
3646,"What is the official version of ""In God We Trust"" printed on the coins? ",14,other
3647,What was the look of the dollar based on?,12,desc
3648,What does DEUS INDICAT no longer mean in Latin?,3,exp
3649,What is a solar cell?,7,def
3650,When was the GetCyberSafe portal created?,8,date
3651,What is an alloy?,7,def
3652,What is Korsakoff's syndrome?,7,def
3653,What is SeHCAT syndrome?,7,def
3654,Reactivation is caused by what disease?,23,dismed
3655,What is Panentheism?,7,def
3656,What is solar energy?,7,def
3657,What is monotheism?,7,def
3658,What were early examples of probability distribution applied in?,14,other
3659,What parts of a theory are unnecessary before the simple theory is falsified?,14,other
3660,What is the difference of logic in quantum theory?,12,desc
3661,What are the markets called that are located and run by the boroughs?,14,other
3662,What can be commonly seen drinking from the snow melt?,17,food
3663,What does EPA stand for?,3,exp
3664,What does the initialism CWA stand for?,3,exp
3665,What does AAT stand for?,3,exp
3666,What was a dpon-chen?,7,def
3667,What is an engram trace?,7,def
3668,What is a koofiyad?,7,def
3669,What are these properties?,12,desc
3670,What are phrynges?,7,def
3671,What is Korsakoff's syndrome?,7,def
3672,What is SeHCAT syndrome?,7,def
3673,What are gametes?,7,def
3674,What type of annelids are tube-dwelling?,2,animal
3675,What is a lycaenid caterpillar? ,7,def
3676,What is an annelid's cuticle made into?,28,substance
3677,Which ideas do scientist lean towards causing sexual orientation?,12,desc
3678,What three factors do scientists believe are the cause of sexual orientation?,9,reason
3679,What kind of phenomena does science study?,10,event
3680,What is the definition of ASCII?,7,def
3681,Where did the march happen?,14,other
3682,When was China returned to Hong Kong?,8,date
3683,What month and year did the Chinese join World War II?,8,date
3684,How many conditions can cause symptoms of congestive heart failure?,13,count
3685,What disease is caused by TB?,23,dismed
3686,Heart disease and obesity are examples of what kind of disease?,23,dismed
3687,What is a type of immune system disorder?,23,dismed
3688,What is SeHCAT syndrome?,7,def
3689,What are gametes?,7,def
3690,"What is month, day, and year V-Day?",8,date
3691,What is October 11?,7,def
3692,What is the disputed date for St. Crispin's Day?,8,date
3693,What do marsupials have that is different from most mammals?,12,desc
3694,What are Beaks?,7,def
3695,Canis latrans is what animal?,2,animal
3696,What does Galicia's name mean?,7,def
3697,What does Ian mean in reference to trees?,7,def
3698,What does acoelomates mean?,7,def
3699,What was a burning candle comparable to?,20,termeq
3700,What is a Thysanura?,7,def
3701,What are lophosmores?,7,def
3702,What are oxidizers?,7,def
3703,What are ganglia?,7,def
3704,What do stars emit a smaller portion of in our galaxy?,14,other
3705,What is solar energy?,7,def
3706,What is a solar cell?,7,def
3707,What does Galicia's name mean?,7,def
3708,What does Alfranj mean?,7,def
3709,What does umm walad mean?,7,def
3710, What does 'yoh-hue' mean?,7,def
3711,What is a hyparchetype?,7,def
3712,What is a cardinal bishop?,7,def
3713,What is a Thysanura?,7,def
3714,What is a hyparchetype?,7,def
3715,What is an engram trace?,7,def
3716,What is androphilia used to describe?,7,def
3717,What records of the guilds are still in existence?,14,other
3718,What is a House Master?,7,def
3719,What is a solar cell?,7,def
3720,What is God in theism?,7,def
3721,What is a God in monotheism?,7,def
3722,"What must God be, in order to be a Supreme Being?",14,other
3723,"If prose uses sentences, what is the equivalent in poetry?",20,termeq
3724,What is poetry the latest example of?,12,desc
3725,What two qualities are used in rhyming literary art?,12,desc
3726,What is a hyparchetype?,7,def
3727,What is a person called is practicing heresy?,4,ind
3728,Who is a god of plague?,4,ind
3729,Avenue or Watercourse is the literal meaning of what Spanish word?,36,word
3730,What does Negrito mean?,7,def
3731,What is the BeiDou-1?,7,def
3732,What is paedobaptism?,7,def
3733,What is ecclesiology?,7,def
3734,What does EPA stand for?,3,exp
3735,What does AAT stand for?,3,exp
3736,What does the initialism CWA stand for?,3,exp
3737,What do stars emit a smaller portion of in our galaxy?,14,other
3738,What spectrum benefits stars?,14,other
3739,"What time does ""Stars of the Year"" air?",8,date
3740,What is a solar cell?,7,def
3741,What is an alloy?,7,def
3742,What is solar energy?,7,def
3743,What is the EFTA?,3,exp
3744,What is nonverbal communication?,7,def
3745,What does any variety of a linguist constitute?,7,def
3746,What country is the town of Java located in?,18,country
3747,What Java products are a part of the Ajax site?,26,product
3748,What does Wii mean?,7,def
3749,What is another term for white marble?,20,termeq
3750,What is halite?,7,def
3751,What is the name of a marble sculpture that was rediscovered in the late 15th century?,1,cremat
3752,What is the basis for this plan?,12,desc
3753,What is Miami's street plan called?,20,termeq
3754,What does a Level II emergency contingency plan cover?,14,other
3755,What does Negrito mean?,7,def
3756,Avenue or Watercourse is the literal meaning of what Spanish word?,36,word
3757,"What is the publication, Sudharma?",1,cremat
3758,An edited text compiled through many sources is known as what?,20,termeq
3759,What is a 'lead out'?,7,def
3760,What is the definition of non-physicalism? ,7,def
3761,What are ganglia?,7,def
3762,What is solar energy?,7,def
3763,What are eukaryotes?,7,def
3764,What are lophosmores?,7,def
3765,What is the jellabiya?,7,def
3766,What are pseudoproblems?,7,def
3767,What is halite?,7,def
3768,What is a Thysanura?,7,def
3769,What is a glacial surge?,7,def
3770,Who manages the defence estate?,4,ind
3771,Whos acceptance decided inheritance issues?,4,ind
3772,What is a hyparchetype?,7,def
3773,What is diarrhea?,7,def
3774,What is an exit procedure?,7,def
3775,What does Wii mean?,7,def
3776,What does the acronym LER refer to?,3,exp
3777,What is vested in executive authority?,14,other
3778,What is a 'lead out'?,7,def
3779,Who heads the Directorate?,4,ind
3780,What is a solar cell?,7,def
3781,What is chemical digestion?,7,def
3782,What are gametes?,7,def
3783,What is the jellabiya?,7,def
3784,What are Akathists?,7,def
3785,What is 239U?,3,exp
3786,What is the only common supplement in the US?,17,food
3787,What is another term other than 'fortified' that can be used to describe the addition of nutrients to processed food?,20,termeq
3788,Hemlock is what kind of chemical produced from a plant?,28,substance
3789,In what year did Einstein create E = mc2?,8,date
3790,What did the theory of relativity first appear in?,14,other
3791,What is solar energy?,7,def
3792,A contract can be given to someone who is not the best what?,14,other
3793,What is a House Master?,7,def
3794,What type of agreement is the deal with Emirates ?,14,other
3795,What is the EFTA?,3,exp
3796,What was Izvestiya?,7,def
3797,What is 239U?,3,exp
3798,What does Galicia's name mean?,7,def
3799,Where does the name theravada come from?,12,desc
3800,What does the name Sahel come from?,12,desc
3801,What denomination does the oldest church in Plymouth belong to?,5,gr
3802,What controversial religious group did Nigeria join?,5,gr
3803,Who died after becoming a member of the Mennonites?,4,ind
3804,What is a hyparchetype?,7,def
3805,What does an archaism explain?,12,desc
3806,What is a narcokleptocracy?,7,def
3807,RAM cache memory is slower than what?,14,other
3808,How is memory defined as?,0,manner
3809,What does biographical memory encompass?,7,def
3810,What is Panentheism?,7,def
3811,What does heian mean in Japanese?,7,def
3812,What is the meaning of jnana?,7,def
3813,What was absinthe known as?,20,termeq
3814,What is the jellabiya?,7,def
3815,What is NESA?,3,exp
3816,WHat happened to the nobilities feudal power?,12,desc
3817,In wich parlimentry system is the monarch the head of state?,4,ind
3818,What was the Kensington System?,7,def
3819,What is phenobarbital mainly used to treat today?,23,dismed
3820,What is Dukkha?,7,def
3821,What is dukkha?,7,def
3822,Who is the link between Oberhauser and Bond?,14,other
3823,What kind of molecular hydrogen is the H+3 knows as?,28,substance
3824,How is hydrogen produced as a co product?,0,manner
3825,What is a factor that determines body temperature?,28,substance
3826,What is ecclesiology?,7,def
3827,What is Chamame?,7,def
3828,What is the jellabiya?,7,def
3829,What is economic liberalism sometimes also referred to?,20,termeq
3830,What is a theory that has explained the egalitarianism of labor societies?,7,def
3831,What type of economic system did the socialists want to avoid?,14,other
3832,What are CDPs?,3,exp
3833,What are seracs?,7,def
3834,What are prakritisms?,7,def
3835,Where is London's West End located geographically?,14,other
3836,On what river is London situated?,14,other
3837,What are the financial districts of London known as?,14,other
3838,What's Southampton's hockey club named?,5,gr
3839,What has the 'war on terror' been used as an excuse for?,9,reason
3840,What does the 'war on terror' name obscure?,14,other
3841,What does Shirley Williams call terrorism instead of an enemy?,20,termeq
3842,"In hard rock, an electric guitar can also be used for what?",9,reason
3843,What does Wii mean?,7,def
3844,What were the BeiDou-1 system satellites based on?,14,other
3845,How many satellites does the BeiDou-1 have?,13,count
3846,Which satellite serves as a front-end satellite?,44,veh
3847,what is the purpose of a mailbox provider? ,9,reason
3848,What is a solar cell?,7,def
3849,What is telecommuting?,7,def
3850,The use of time is important in understanding what?,12,desc
3851,What are logograms?,7,def
3852,What is Korsakoff's syndrome?,7,def
3853,What is a narcokleptocracy?,7,def
3854,To what English word does the Latin translate?,36,word
3855,What was the battle cry of the war?,12,desc
3856,What does DEO DUCENTE NIL NOCET mean in Russian?,3,exp
3857,What is Detroiter Stinson a type of?,7,def
3858,How many firefighters work for the New York City Fire Department?,13,count
3859,What was the name of Bostons first baseball team?,5,gr
3860,What league are the Chicago Cubs in?,5,gr
3861,What is diarrhea?,7,def
3862,What does Negrito mean?,7,def
3863,"What does a ""tag"" entail?",7,def
3864,What is the definition of ASCII?,7,def
3865,What does ASCII code represent?,3,exp
3866,What is the jellabiya?,7,def
3867,What is a koofiyad?,7,def
3868,What is 239U?,3,exp
3869,What term means the opposite of verisimilitude?,20,termeq
3870,What word did Stroop use to describe the static stage of diphthong pronunciation?,36,word
3871,"What is the meaning of the Czech word ""robota""?",7,def
3872,What is SeHCAT syndrome?,7,def
3873,What is Korsakoff's syndrome?,7,def
3874,What is diarrhea?,7,def
3875,What is the jellabiya?,7,def
3876,What is the BeiDou-1?,7,def
3877,What is 239U?,3,exp
3878,What does Wii mean?,7,def
3879,How much was Linux worth in 1998?,25,money
3880,What is botany?,7,def
3881,What is the BeiDou-1?,7,def
3882, What is falsalite?,7,def
3883,What is Caoshu?,7,def
3884,What rare marine species can be found in the coastal areas of Eritrea?,2,animal
3885,"Where in Eritrea are marine species such as dolphin, turtles and manta ray found?",14,other
3886,What are some species of extinct whales that can currently be seen on Norfolk Island today?,2,animal
3887,A circuit in a computer part represents what?,7,def
3888,What is the definition of ASCII?,7,def
3889,The ALU of a computer stands for what?,3,exp
3890,Where does the gaseous oxygen form at?,14,other
3891,What are logograms?,7,def
3892,What superphylum are annelids in?,14,other
3893,What week in July is the Ann Arbor Film Festival held?,8,date
3894,What annual event is held on the 1st saturday of april?,10,event
3895,In what month does the Summer Under the Stars event take place?,8,date
3896,When were US forces withdrawn from Vietnam?,8,date
3897,Who kept George W. Bush out of Vietnam?,4,ind
3898,When did the last British troops leave Egypt?,8,date
3899,In what year was the G20 Schools Group established?,8,date
3900,In what year was the Taxpayers' Alliance established?,8,date
3901,When was the Confederation of the Rhine formed?,8,date
3902,When did the Soviet Union establish relations with North Korea?,8,date
3903,What year did the Korean War start?,8,date
3904,When did wars between China and France in North America start?,8,date
3905,What day is he celebrated in the Southern Orthodox Church?,8,date
3906,On what day was the Annunciation tradtionally celebrated in England until the 18th century?,8,date
3907,"What is month, day, and year V-Day?",8,date
3908,When did the first episode of The National air?,8,date
3909,When was the final broadcast of Tom and Jerry?,8,date
3910,When did American Idol first air on television? ,8,date
3911,When was SB Bernstein born?,8,date
3912,When was Dewey born?,8,date
3913,What year was Harper Lee born?,8,date
3914,In what year was steam turbines invented?,8,date
3915,In what year was General Electric formed?,8,date
3916,When did the Industrial Revolution start?,8,date
3917,In which year did Benito Juarez die?,8,date
3918,When did Vincenzo Galilei die?,8,date
3919,When did Doson die?,8,date
3920,"When did Microsoft begin phasing out Macintosh in favor of ""Mac""?",8,date
3921,When was the Macintosh Portable first released?,8,date
3922,When was the introduction of IBM?,8,date
3923,What season starts on November 30th?,8,date
3924,What season is typically characterized as humid and warm in New Haven?,8,date
3925,In what month does the Summer Under the Stars event take place?,8,date
3926,When did the first episode of The National air?,8,date
3927,When did CBC discontinue its late-night broadcast of The National?,8,date
3928,What time period did the FCC once require broadcasters to sign off the air?,8,date
3929,When did nazis gain power in Thuringia?,8,date
3930,In what year did Leonid Brezhnev come to power?,8,date
3931,In what year were the French defeated in Southern Germany by the Archduke Charles?,8,date
3932,When was Eritrea annexed by Ethiopia?,8,date
3933,In what year did Somalia become independent?,8,date
3934,In what year did Egypt leave Yemen's civil war?,8,date
3935,On what day of the week are Star of the Year films aired?,8,date
3936,During what part of the week is the time change most often scheduled?,8,date
3937,What annual event is held on the 1st saturday of april?,10,event
3938,In what year was the first iPod released?,8,date
3939,What year was Queen Victorias first pregnancy?,8,date
3940,In what year was the first hybrid locomotive introduced onto the market?,8,date
3941,What kind of calendar is the Gregorian calendar?,14,other
3942,When was the Gregorian Calendar introduced?,8,date
3943,How many days are in the Gregorian calendar?,13,count
3944,What time period did the FCC once require broadcasters to sign off the air?,8,date
3945,When did the first radio stations appear?,8,date
3946,When did the short-wave and FM radio stations begin broadcasting?,8,date
3947,What did the Jurassic period end?,14,other
3948,What is the span of years for the Early Jurassic?,27,period
3949,When did the Cenozoic era end?,8,date
3950,How many million years ago is the Permian period believed to have begun? ,13,count
3951,What time period are fossils of the ambondro dated to in the Middle Jurassic?,8,date
3952,When did the Cenozoic era end?,8,date
3953,In what year was the Bundy Manufacturing Company created?,8,date
3954,ABC was founded through a merger in what year?,8,date
3955,In what year was GE incorporated?,8,date
3956,In what year was Margaret born?,8,date
3957,What year was Harper Lee born?,8,date
3958,"What year did Anne, Queen of Scots come out?",8,date
3959,What year was the very first publication of The Times?,8,date
3960,When was the first Atlantic City publication made?,8,date
3961,In what year was The Times' travel magazine first sold?,8,date
3962,When did Peter Lombard die?,8,date
3963,When did Hubert Walter die?,8,date
3964,When did Prince Albert die?,8,date
3965,Which year brought the end to silver being in dimes and quarters?,8,date
3966,Which of year brought the end to gold being in dimes and quarters?,8,date
3967,What year anniversary does the Golden Jubilee celebrate?,8,date
3968,In what year was the first line of the Melbourne cable tramway system built?,8,date
3969,When was GMT adopted by British Railways?,8,date
3970,When was the Congo's train system built?,8,date
3971,When will the new galleries open?,8,date
3972,When was NCAZ opened?,8,date
3973,When is the Mall of San Juan expected to open? ,8,date
3974,What week in July is the Ann Arbor Film Festival held?,8,date
3975,When is the precipitation highest in Ann Arbor?,8,date
3976,What is Seattle's festival for the Polish community?,10,event
3977,In what year did Josip Broz Tito die?,8,date
3978,In what year did Winston Churchill die?,8,date
3979,In what year did Maximilian III die?,8,date
3980,Who led the way for the Congress of Vienna?,4,ind
3981,In what year did the Congress of Erfurt take place?,8,date
3982,In what year was the Congress of Erfurt held?,8,date
3983,What year was Chopin born?,8,date
3984,When was Friedrich Engels born? ,8,date
3985,What 'age' is the period from Johann Sebastian Bach to Beethoven referred to as?,27,period
3986,When were the western towers built?,8,date
3987,When was the the fort of Yuecheng built?,8,date
3988,When was the Guggenheim built?,8,date
3989,What is the name for the concerts held on New Haven Green throughout the month of July?,10,event
3990,When did she perform at the Roseland ballroom?,8,date
3991,When was Friedrich Engels born? ,8,date
3992,When was Richard Burke born?,8,date
3993,Which year was Eisenhower elected President?,8,date
3994,What year did this take place? ,8,date
3995,In what year was the grand opening of the Museum for African Art on 110th Street?,8,date
3996,"When was New York's, Pennsylvania Avenue paved?",8,date
3997,When did a mutiny form against Patasse?,8,date
3998,When did the denouncing of many nobles take place?,8,date
3999,When did the sentencing occur?,8,date
4000,When was the Neanderthal's genome sequenced?,8,date
4001,How long ago did earlier hominids live on the Indian subcontinent?,27,period
4002,What period did the bison live in?,8,date
4003,What year did Ozzy Osbourne release Unlawful Carnal Knowledge?,8,date
4004,What was Ozzy Osbourne's first solo album?,1,cremat
4005,When was James Bruce born?,8,date
4006,When did the Great Fire of London occur?,8,date
4007,What year did a large fire destroy the fishing factory?,8,date
4008,When did the Triangle stop existing?,8,date
4009,What peaks Every July in Iceland?,24,mount
4010,In what month does the Summer Under the Stars event take place?,8,date
4011,What month in New York City is the coldest?,8,date
